unqiue_id	response
2021AandA...656A..16C__Bruno_&_Carbone_2013_Instance_4	"{
""Task"": [""investigations of the turbulent nature of solar wind fluctuations"", ""description of the turbulent cascade of the solar wind flow"", ""study of velocity fluctuations"", ""study of magnetic field fluctuations""],
""Material"": [""solar wind"", ""space mission"", ""data""],
""Technique"": [""spectral analysis"", ""high-order moments analysis"", ""numerical calculation""],
""Process"": [""turbulent cascade"", ""nonlinear cascade""],
""Measure"": [""spectra"", ""intermittency"", ""anisotropy"", ""linear third-order moments scaling"", ""turbulent energy cascade rate"", ""cross-helicity""],
""Concept"": [""turbulence"", ""Alfvénic fluctuations"", ""magnetohydrodynamic scales"", ""kinetic scales"", ""three-dimensional measurements""]
}"
2019ApJ...876L..28D__Lamb_et_al._2018_Instance_2	"{
""Task"": [""fluxes varied with the time of observation"", ""compare them to other events"", ""distribution of the isotropic gamma-ray energy Eiso""],
""Material"": [""X-ray"", ""optical"", ""radio"", ""Advanced LIGO/Virgo detectors"", ""GRB 170817A"", ""GW170817"", ""SGRBs""],
""Technique"": [""extrapolate"", ""slow-cooling synchrotron radiation scenario"", ""jet model""],
""Process"": [""applied to the proper corrections"", ""extrapolate the very late X-ray and optical afterglow data"", ""compare them to other events""],
""Measure"": [""flux"", ""energy band"", ""isotropic gamma-ray energy Eiso""],
""Concept"": [""afterglow emission"", ""forward shock"", ""beam effect"", ""off-axis outflow"", ""synchrotron radiation"", ""neutron star merger event""]
}"
2018MNRAS.478.2074B__Sánchez-Cruces_et_al._2018_Instance_1	"{
""Task"": [""interaction of the pulsar wind with the surrounding environment""],
""Material"": [""pulsar wind"", ""magnetic field"", ""relativistic pairs"", ""interstellar medium (ISM) material"", ""supernova remnant (SNR)""],
""Technique"": [],
""Process"": [""pulsar wind nebula (PWN) formation"", ""synchrotron emission"", ""inverse Compton emission"", ""charge exchange"", ""collisional excitation""],
""Measure"": [""kick velocity"", ""expansion speed"", ""sound speed"", ""ram pressure balance""],
""Concept"": [""pulsar wind nebula (PWN)"", ""Crab nebula"", ""bow-shock pulsar wind nebula (BSPWN)"", ""deep-syntactic structures"", ""non-thermal broad-band spectrum"", ""cometary-like nebula"", ""shocked pulsar and ISM material"", ""neutral fraction"", ""H α emission"", ""UV emission"", ""IR emission"", ""non-thermal synchrotron radiation""]
}"
2017AandA...599A...8V__Carbone_&_Veltri_1990_Instance_1	"{
""Concept"": [""turbulence"", ""magnetohydrodynamics inertial cascade range"", ""particle acceleration"", ""dispersive regime"", ""collisionless Landau damping"", ""wave-particle resonant interactions""],
""Material"": [""solar wind"", ""magnetized plasma"", ""space plasmas""],
""Technique"": [""linear fluctuation terminology"", ""theoretical studies"", ""numerical simulations""],
""Process"": [""turbulent cascade""],
""Measure"": [""anisotropic spectra"", ""quasi-perpendicular wavevectors""],
""Task"": [""normal mode description of turbulence"", ""dissipation of turbulent energy""]
}"
2016MNRAS.462.1415C__Gonzalez-Perez_et_al._2014_Instance_1	"{
""Task"": [""understanding of how galaxies form and evolve"", ""detailed quantification of their respective roles in shaping the properties of galaxies"", ""assessing the appropriateness of sub-grid prescriptions""],
""Material"": [""galaxies"", ""dark matter haloes"", ""baryons"", ""stars"", ""metal-enriched gas"", ""galactic spins""],
""Technique"": [""multi-object spectroscopy"", ""efficient near-infrared CCDs"", ""semi-analytic models"", ""hydro-dynamic simulations"", ""sub-grid prescriptions""],
""Process"": [""collapse and hierarchical growth of dark matter haloes"", ""accretion of baryons"", ""conversion of baryons into stars"", ""feedback of massive stars and active galactic nuclei"", ""supernova- and AGN-driven outflows"", ""infall of both pristine and metal-enriched gas"", ""tidal or ram-pressure stripping"", ""strangulation"", ""merger rate"", ""galactic spins""],
""Measure"": [],
""Concept"": [""galaxy formation"", ""galaxy evolution"", ""galaxy population"", ""large-scale environment"", ""quenching mechanisms"", ""galaxy physics"", ""gravity"", ""radiation hydro-dynamics"", ""magnetic fields"", ""high-energy physics""]
}"
2017ApJ...848..126S__Luo_et_al._2017_Instance_1	"{
""Task"": [""source detection"", ""AGN triggering""],
""Material"": [""Chandra 0.3–8 keV images"", ""SDSS contours"", ""Chandra deep field images"", ""ACIS-S chip"", ""SDSS images"", ""SDSS knots""],
""Technique"": [""power-law model""],
""Process"": [""source detection significance"", ""spectral analysis""],
""Measure"": [""detection threshold"", ""PB"", ""counts detected"", ""X-ray luminosity"", ""HRs"", ""Galactic absorption""],
""Concept"": [""galaxy mergers"", ""galaxy nuclei"", ""offset AGNs"", ""galaxy interactions""]
}"
2020AandA...633A.163C__Aalto_et_al._2015_Instance_2	"{
""Task"": [""find a combination of XHCN, XCN, Tkin, and nH2 solutions""],
""Material"": [""HCN(3–2)/(1–0) line luminosity ratios"", ""CN/HCN and CN spin doublet line ratios"", ""RADEX2 dense cloud models"", ""outflow of Mrk 231"", ""CO line emission"", ""OH+ abundance""],
""Technique"": [""RADEX2 dense cloud models""],
""Process"": [""reproduce"", ""fit"", ""explored""],
""Measure"": [""line luminosity ratios"", ""CN/HCN and CN spin doublet line ratios"", ""XHCN"", ""XCN"", ""Tkin"", ""nH2"", ""Δvsg"", ""Mvir"", ""R"", ""Δv""],
""Concept"": [""dense cloud population"", ""self-gravitating virialised clouds"", ""unbound clouds"", ""internal velocity dispersion"", ""PDR tracer"", ""UV radiation"", ""cosmic rays"", ""cosmic-ray chemistry""]
}"
2017AandA...599A..13Y__Bučík_et_al._(2009)_Instance_1	"{
""Task"": [""solar wind plasma and magnetic field measurements""],
""Material"": [""ACE/SWICS"", ""SWICS"", ""ACE/MAG"", ""SOHO"", ""PM"", ""SWEPAM""],
""Technique"": [],
""Process"": [],
""Measure"": [""mean charge states"", ""O7+/O6+ abundance ratio"", ""total pressure"", ""signal-to-noise ratio""],
""Concept"": [""CIR"", ""slow wind region"", ""compressed slow wind region"", ""compressed fast wind region"", ""fast wind"", ""stream interface"", ""suprathermal He++ intensity"", ""reverse shock"", ""sunward particles"", ""CIR particle event"", ""CIR compression region""]
}"
2015MNRAS.447.3832D__Gandhi_et_al._2008_Instance_1	"{
""Task"": [""multiwavelength study"", ""test our model""],
""Material"": [""GX 339-4"", ""Wide-field Infrared Survey Explorer (WISE) satellite"", ""Australian Telescope Compact Array"", ""Rossi X-ray Timing Explore (RXTE) satellite""],
""Technique"": [],
""Process"": [],
""Measure"": [""fluxes"", ""Hz""],
""Concept"": [""black hole X-ray binary"", ""low-mass companion star"", ""relativistic jets"", ""synchrotron break"", ""compact jet"", ""intrinsic variability""]
}"
2018MNRAS.478..932H__Anjos_2001_Instance_1	"{
""Task"": [""correlation analysis"", ""mass assignment"", ""galaxy morphology study""],
""Material"": [""photometric decompositions"", ""galaxy images"", ""Simard et al. (2011)"", ""Mendel et al. (2014)""],
""Technique"": [""photometric decomposition"", ""classical bulge model"", ""exponential disc model"", ""Hernquist profile""],
""Process"": [""assigning mass to bulge and disc"", ""measuring spiral arms"", ""visual morphological classification""],
""Measure"": [""number of spiral arms"", ""image resolution effects"", ""sample size"", ""completeness""],
""Concept"": [""bulge"", ""disc"", ""spiral arms"", ""pseudo-bulge"", ""wakelets"", ""galaxy morphology""]
}"
2022MNRAS.516.2597S__Padmanabhan_2002_Instance_1	"Here is the output in JSON format:

{
""Task"": [""cosmological tensions"", ""accelerated phase of the expansion"", ""dark energy problem"", ""fine-tuning problem"", ""cosmic coincidence problem""],
""Material"": [""Type Ia supernovae"", ""cosmic microwave background"", ""large-scale structure"", ""baryonic acoustic oscillation"", ""high-redshift galaxies"", ""high-redshift galaxy clusters"", ""weak gravitational lensing""],
""Technique"": [""ΛCDM model"", ""f(R) scenario"", ""f(T) theory of gravity"", ""teleparallel equivalent of general relativity"", ""teleparallel geometry"", ""Horndeski gravity"", ""TEGR formalism""],
""Process"": [""cosmological observations"", ""modified Friedmann equations"", ""local Lorentz transformation"", ""general coordinate transformation""],
""Measure"": [""Hubble constant"", ""non-relativistic matter density"", ""amplitude of the growth of perturbations"", ""equation of state parameter""],
""Concept"": [""dark energy"", ""cosmic acceleration"", ""standard theory of gravity"", ""exotic cosmic fluid"", ""cosmological constant"", ""cold dark matter"", ""quantum gravity"", ""teleparallel gravity"", ""torsion tensor"", ""Weitzenböck gauge"", ""local Lorentz invariance""]
}"
2021ApJ...920..145H__Damone_et_al._2018_Instance_2_1765	"{
""Task"": [""7Li problem"", ""Li discrepancy""],
""Material"": [""7Li"", ""7Be"", ""n"", ""p"", ""d"", ""He""],
""Technique"": [],
""Process"": [],
""Measure"": [],
""Concept"": [""conventional nuclear physics"", ""exotic physics"", ""standard BBN framework"", ""primordial 7Li production"", ""electron capture"", ""nuclear reaction rates"", ""nuclear uncertainties""]
}"
2015ApJ...809..117Y__Hayasaki_et_al._2008_Instance_1	"{
""Task"": [""BBH-disk accretion system"", ""continuum emission from disk accretion""],
""Material"": [""circumbinary disk"", ""mini-disk"", ""SMBHs"", ""BBH system"", ""planetary disk"", ""star""],
""Technique"": [""numerical simulations"", ""analysis"", ""multicolor blackbody radiation"", ""standard thin disk model""],
""Process"": [""disk accretion"", ""accretion flow"", ""dynamical interaction""],
""Measure"": [""Hill radius"", ""mass ratio"", ""accretion rate""],
""Concept"": [""BBH"", ""SMBH"", ""gap"", ""hole"", ""geometric configurations"", ""dynamical interaction""]
}"
2017ApJ...839...72A__Emsellem_et_al._1994_Instance_2	"{
""Task"": [""dynamical modeling""],
""Material"": [""UCD"", ""galaxy"", ""kinematic data"", ""PSF""],
""Technique"": [""Jeans Anisotropic Models"", ""JAM method"", ""MGE formalism"", ""axisymmetric anisotropic Jeans equations"", ""Schwarzschild""],
""Process"": [""dynamical modeling process"", ""constructing a three-dimensional mass model"", ""deprojecting the two-dimensional mass model"", ""constructing a gravitational potential"", ""integrating along the LOS"", ""convolving with the PSF""],
""Measure"": [""velocity dispersion"", ""anisotropy"", ""βz"", ""σz"", ""σr"", ""supermassive BH masses"", ""central dispersion peaks""],
""Concept"": [""radial dispersion profiles"", ""velocity ellipsoid"", ""cylindrical coordinate system"", ""mass profile"", ""luminosity profile"", ""light profile"", ""surface brightness profiles"", ""BH mass-anisotropy degeneracy"", ""orbital distribution"", ""anisotropy degeneracy""]
}"
2019MNRAS.487.4473M__Hosokawa_&_Omukai_2009_Instance_1	"{
""Task"": [""accretion rate history"", ""protostellar mass evolution"", ""circumstellar disc evolution""],
""Material"": [""pre-stellar rotating molecular material"", ""stellar embryo"", ""protostar"", ""centrifugally-balanced disc"", ""gas"", ""circumstellar material""],
""Technique"": [""simulation model"", ""Run1-hr""],
""Process"": [""gravitational collapse"", ""free-fall collapse phase"", ""accretion"", ""disc formation"", ""mass transfer rate"", ""sink cell"", ""inner boundary conditions"", ""azimuthal anisotropies"", ""gravitational instabilities"", ""inward-migrate""],
""Measure"": [""accretion rate"", ""protostellar mass"", ""mass flux"", ""luminosity outbursts"", ""stellar mass evolution""],
""Concept"": [""MYSOs"", ""massive stars"", ""young massive stars"", ""self-gravitating discs"", ""circumstellar discs"", ""stellar embryo"", ""protostar"", ""star""]
}"
2018MNRAS.481.3573L__Robotham_et_al._2017_Instance_1	"{
""Task"": [""galaxy formation models""],
""Material"": [""galaxies"", ""stellar mass"", ""discs"", ""bulges""],
""Technique"": [""light profile fitting""],
""Process"": [""measurement"", ""fractional contribution"", ""binning""],
""Measure"": [""stellar mass function"", ""bulge mass"", ""stellar mass""],
""Concept"": [""galaxy mergers"", ""disc instabilities"", ""starbursts"", ""secular processes"", ""pseudobulges"", ""elliptical galaxies"", ""spheroid dominated galaxies"", ""cosmological hydrodynamical simulations""]
}"
2019AandA...629A..54U__Marinucci_et_al._2015_Instance_1	"{
""Material"": [""NGC 2110"", ""BeppoSAX data"", ""Chandra+XMM–Newton data"", ""Suzaku data"", ""NuSTAR"", ""INTEGRAL data"", ""BAT data""],
""Technique"": [""stellar velocity dispersion"", ""partial-covering absorber"", ""full-covering absorber"", ""multi-epoch analysis""],
""Process"": [""relation"", ""fitting""],
""Measure"": [""black hole mass"", ""X-ray spectrum"", ""stellar velocity dispersion"", ""high-energy cut-off"", ""coronal temperature"", ""optical depth"", ""photon index"", ""flux variability""],
""Concept"": [""Seyfert galaxy"", ""complex absorption"", ""soft excess"", ""circumnuclear emission"", ""Compton reflection hump"", ""Fe Kα line"", ""Compton-thick material"", ""Compton-thin material""]
}"
2022MNRAS.512.3243S__Mason_&_Gronke_2020_Instance_1_818	"{
""Task"": [""distinguish IGM signatures"", ""pinpoint the origins of various spectral features""],
""Material"": [""haloes"", ""galaxies"", ""LAEs""],
""Technique"": [""cumulative distribution functions""],
""Process"": [""reionization""],
""Measure"": [""relative probability"", ""median"", ""1σ summary statistics"", ""optical depth"", ""global ionized fraction""],
""Concept"": [""band transmission"", ""integrated band transmission"", ""maximum band transmission"", ""IGM signatures"", ""spectral line profiles"", ""Lyα"", ""global state of the IGM"", ""EoR"", ""cosmological integration"", ""damping-wing absorption""]
}"
2019ApJ...877...35W__Hu_&_Yang_2014_Instance_1_1885	"{
""Task"": [""study the interactions between oceans, continents, topography, and observable features""],
""Material"": [""slab ocean"", ""continents"", ""dynamic ocean model"", ""GCM""],
""Technique"": [""coupled dynamic atmosphere-ocean model"", ""3D simulations""],
""Process"": [""conducting 3D simulations across wider parameter spaces""],
""Measure"": [""global mean temperatures"", ""day–night temperature differences"", ""thermal emission phase curves""],
""Concept"": [""ocean heat transport"", ""climate"", ""habitable zone"", ""cloud distributions"", ""sea ice and snow cover"", ""surface energy transports"", ""topographic prominences""]
}"
2021AandA...647A..67B___2007_Instance_1	"{
""Task"": [""estimating the Bondi radius"", ""analysis of the X-ray emission"", ""analysis of the VLA data""],
""Material"": [""Chandra data"", ""X-ray thermal emission component"", ""VLA data"", ""NGC 315""],
""Technique"": [""analytical models"", ""numerical models""],
""Process"": [""estimating the Bondi radius"", ""carrying out a detailed analysis"", ""assuming slightly different parameters""],
""Measure"": [""pressure profile"", ""Bondi radius"", ""temperature of the accretion flow"", ""X-ray thermal emission component"", ""power-law component"", ""black hole mass"", ""distance"", ""uncertainty""],
""Concept"": [""interstellar medium"", ""Bondi sphere"", ""parabolic shape"", ""jet propagating"", ""accretion flow"", ""nuclear region"", ""hot gaseous atmosphere"", ""synchrotron emission"", ""nuclear hot atmosphere"", ""black hole sphere of influence"", ""sub-parsec scales""]
}"
2021ApJ...912...92F__Feng_et_al._2021_Instance_1	"Here is the output in JSON format:

{
""Task"": [""investigate the properties of CL-AGNs""],
""Material"": [""NGC 2617"", ""NGC 3516"", ""BLR"", ""dust torus""],
""Technique"": [""reverberation-mapped AGNs"", ""lag measurements""],
""Process"": [""CL processes"", ""obscuration model"", ""accretion rate"", ""long-term monitoring""],
""Measure"": [""crossing time"", ""orbital radius"", ""black hole mass"", ""true size of the BLR"", ""rdt"", ""rBLR"", ""tcross""],
""Concept"": [""CL-AGNs"", ""obscuration"", ""accretion rate"", ""Seyfert 1"", ""Seyfert 2"", ""BELs""]
}"
2018AandA...619A..59S__Sander_et_al._2015_Instance_1	"Here is the output in JSON format:

{
""Task"": [""matching observations to synthetic spectra"", ""computing synthetic observables"", ""deriving synthetic observables"", ""diagnostic work on samples of hot stars with winds""],
""Material"": [""stars"", ""stellar atmospheres"", ""plasma"", ""spectral lines"", ""energy distributions"", ""hot stars"", ""massive stars"", ""Large Magellanic Cloud"", ""Tarantula giant star-forming region""],
""Technique"": [""models of stellar atmospheres"", ""unified approach"", ""global approach"", ""non-LTE"", ""NLTE"", ""statistical equilibrium"", ""numerical solution techniques"", ""CMFGEN"", ""POWR"", ""PHOENIX"", ""WM-BASIC"", ""FASTWIND"", ""radiation-hydrodynamic models"", ""time-dependent wind models"", ""effective opacity approach""],
""Process"": [""solving the basic structural equations"", ""solving the full number density rate equations"", ""computing synthetic spectra"", ""constructing global NLTE model atmospheres"", ""accounting for wind inhomogeneities"", ""assuming a two-component medium"", ""benchmarking a method""],
""Measure"": [""mass"", ""luminosity"", ""surface temperature"", ""chemical composition"", ""mass-loss rates"", ""volume filling factor"", ""opacity"", ""velocity field""],
""Concept"": [""stellar wind"", ""atmospheric structure"", ""radiation field"", ""excitation and ionization balance"", ""local thermodynamic equilibrium"", ""LTE"", ""line-deshadowing instability"", ""LDI"", ""clumping"", ""porosity"", ""vorosity"", ""P-Cygni lines"", ""bound-free absorption"", ""X-ray photons""]
}"
2021MNRAS.500.1817L__Abbott_et_al._2020b_Instance_1	"{
""Task"": [""estimation of rates"", ""detection of events""],
""Material"": [""LIGO"", ""GW170817"", ""GW190425"", ""GW190814""],
""Technique"": [""Poisson statistics"", ""Jeffrey's prior""],
""Process"": [""approximation of PDF"", ""convolution of PDFs"", ""calculation of PDF for inverse of total bNS merger rate"", ""calculation of PDF for rate ratio""],
""Measure"": [""confidence interval""],
""Concept"": [""bNS mergers"", ""space–time volume"", ""Poisson distribution"", ""rate ratio""]
}"
2020ApJ...889...42B__Ricker_et_al._2014_Instance_1_232	"{
""Task"": [""characterization of the interior of observed exoplanets""],
""Material"": [""exoplanets"", ""Wide Angle Search for Planets (WASP)"", ""Next-Generation Transit Survey (NGTS)"", ""Hungarian Automated Telescope Network/Hungarian Automated Telescope Network-South (HATNet/HATSouth)"", ""Transiting Exoplanet Survey Satellite (TESS)"", ""PLAnetary Transits and Oscillations (PLATO) mission""],
""Technique"": [""numerical models"", ""transits"", ""radial velocities surveys""],
""Process"": [""calculation of a large number of interior models"", ""inference of possible interior structures""],
""Measure"": [""mass"", ""radius"", ""theoretical mass–radius curves""],
""Concept"": [""planetary populations"", ""bulk composition"", ""interior structure"", ""inverse problem"", ""dimensionality""]
}"
2021MNRAS.504.3316B__than_2000_Instance_3	"{
""Task"": [""phase curve analysis""],
""Material"": [""WASP-43b"", ""photometry"", ""detector models"", ""BLISS""],
""Technique"": [""temporal binning"", ""phase curve models"", ""v2 model"", ""v1 model""],
""Process"": [""fitting"", ""reanalyses""],
""Measure"": [""phase curve semi-amplitude"", ""eclipse depth"", ""radius"", ""nightside temperature"", ""phase offset"", ""ΔBIC""],
""Concept"": [""phase curve"", ""nightside temperature"", ""phase offset""]
}"
2018MNRAS.476L...6R__Cyr_et_al._2000_Instance_1	"{
""Task"": [""understanding of CMEs"", ""predict space weather effects"", ""examine CME-CME interaction""],
""Material"": [""space and ground-based observational data"", ""solar corona"", ""heliosphere"", ""Sun"", ""Earth"", ""interstellar medium""],
""Technique"": [""modelling efforts"", ""magnetohydrodynamics (MHD) numerical simulations""],
""Process"": [""morphological and kinematic evolution"", ""CME-CME collision"", ""CME-CME driven shock interactions""],
""Measure"": [""arrival time of CMEs"", ""geo-effectiveness""],
""Concept"": [""coronal mass ejections (CMEs)"", ""space weather"", ""extreme space weather"", ""magnetic clouds"", ""magnetized plasma"", ""large-scale magnetic clouds"", ""energy dissipation"", ""physical mechanism"", ""inelastic/elastic collision"", ""superelastic collision""]
}"
2020ApJ...899..147F__Tsai_et_al._2017_Instance_1	"{
""Task"": [""study of the chemistry in hot Jupiter atmospheres"", ""effects of the C/O ratio on the atmospheric chemistry and the formation of aerosols""],
""Material"": [""exoplanets"", ""host star populations"", ""protoplanetary disks"", ""hot Jupiter atmospheres"", ""gas mixture of H2, H2O, and CO""],
""Technique"": [""chemical models"", ""laboratory experiments"", ""photochemical channels""],
""Process"": [""planet formation process"", ""formation of aerosols"", ""atmospheric photochemistry""],
""Measure"": [""C/O ratio""],
""Concept"": [""exoplanet compositions"", ""atmospheric chemistry"", ""aerosols"", ""complex organic molecules"", ""hydrocarbon and nitrile species""]
}"
2020AandA...633A.147B__Xu_et_al._(2013)_Instance_1_1440	"{
""Task"": [""describe the structure of the Milky Way""],
""Material"": [""FQS catalogue"", ""water masers"", ""Bar and Spiral Structure Legacy (BeSSeL) survey""],
""Technique"": [""kinematic distances"", ""log-periodic spiral form"", ""parallax measurements""],
""Process"": [""fitting the parameters of the spiral arms""],
""Measure"": [""pitch angle"", ""distance at a reference position"", ""dispersion of the positions""],
""Concept"": [""spiral arms"", ""Galactic longitude"", ""Galactic rotation model"", ""peculiar motions"", ""Milky Way plane""]
}"
2016ApJ...816...41Y__Martin_1998_Instance_1	"{
""Task"": [""formation of the flux rope"", ""dynamic evolution""],
""Material"": [""AIA 304 Å movie"", ""Hα observations"", ""EUV loop""],
""Technique"": [],
""Process"": [""magnetic reconnection"", ""reconnections between T1 and T2"", ""tether-cutting type reconnection""],
""Measure"": [],
""Concept"": [""twisted coherent structure"", ""filament"", ""magnetic field polarity"", ""axial field component"", ""dextral"", ""flux rope"", ""twisted magnetic structures"", ""sheared arcade cool loops""]
}"
2020AandA...634A..81B__Bleem_et_al._2015_Instance_1_714	"{
""Task"": [""detection method"", ""recover the maximum number of Planck_z clusters""],
""Material"": [""U-net"", ""full-sky SZ prediction map"", ""Planck_z"", ""Planck_no-z"", ""MCXCwP"", ""ACT"", ""South Pole Telescope (SPT)"", ""Planck point sources"", ""Planck catalogue of galactic cold cores"", ""Planck sources"", ""IRIS map"", ""CMB lensing map"", ""GAL ALL"", ""GAL P"", ""GAL T"", ""GAL A"", ""SFR"", ""Mstar"", ""ROSAT X-ray map"", ""Planck Catalogue of Compact Sources (PCCS)"", ""ROSAT"", ""Chandra"", ""XMM-Newton""],
""Technique"": [""U-net"", ""detection method"", ""cross-matching"", ""stacking""],
""Process"": [""checking the results"", ""applying the detection method"", ""comparing the detections"", ""investigating the nature of the sources"", ""cross-matching"", ""stacking""],
""Measure"": [""detection threshold"", ""pmax""],
""Concept"": [""galaxy clusters"", ""SZ signal"", ""galaxy cluster counterparts"", ""star formation rate density"", ""stellar mass density""]
}"
2015AandA...584A.103S__Lattimer_&_Swesty_1991_Instance_1	"{
""Task"": [""energy in the inner crust""],
""Material"": [""neutron gas"", ""neutron matter""],
""Technique"": [""local energy density functional"", ""semi-microscopic energy density functional"", ""Brueckner theory"", ""Skyrme effective nuclear forces"", ""relativistic mean field parameter set"", ""many-body approaches""],
""Process"": [],
""Measure"": [],
""Concept"": [""EoS"", ""nuclear saturation density"", ""three-body forces""]
}"
2018MNRAS.476..184A__Rocha-Pinto_et_al._2000_Instance_1	"{
""Task"": [""estimating stellar ages""],
""Material"": [],
""Technique"": [""empirical methods"", ""gyrochronology"", ""decay of chromospheric activity"", ""lithium depletion"", ""magnetochronology"", ""isochrone fitting"", ""asteroseismology"", ""cluster expansion"", ""nucleocosmocronology"", ""statistical methods"", ""age–metallicity relation"", ""age–velocity dispersion relation""],
""Process"": [],
""Measure"": [],
""Concept"": [""stellar ages"", ""stellar structure models"", ""physical quantities"", ""chromospheric activity"", ""lithium depletion"", ""magnetochronology""]
}"
2022ApJ...939..103R__Markwardt_2009_Instance_1	"Here is the output in JSON format:

{
""Task"": [""change analysis"", ""regression analysis""],
""Material"": [""line intensities"", ""instrumental setup"", ""data points"", ""data sets""],
""Technique"": [""Taylor series linear approximation"", ""model regression"", ""standard regression algorithms"", ""mpfit library"", ""Monte Carlo simulation""],
""Process"": [""annual grouping"", ""exponential decline"", ""regression analysis"", ""MC simulation""],
""Measure"": [""average annual change"", ""statistical error"", ""degrees of freedom"", ""statistical significance"", ""level x σ of significance""],
""Concept"": [""exponential decline"", ""Gaussian error distribution"", ""Gaussian distribution"", ""error function""]
}"
2021ApJ...923..105L__Owens_et_al._2013_Instance_1	"Here is the output in JSON format:

{
""Concept"": [""global solar wind"", ""high latitude open coronal field regions"", ""heliospheric current sheet"", ""anomalous solar wind parameters"", ""coronal streamer belt"", ""pseudostreamers"", ""coronal streamers"", ""density blobs""],
""Material"": [""Parker Solar Probe mission""],
""Technique"": [],
""Process"": [],
""Measure"": [],
""Task"": [""study of anomalous solar wind parameters""]
}"
2021MNRAS.502.3761L__Demircan_&_Kahraman_1991_Instance_1	"Here is the output in JSON format:

{
""Task"": [""tidal distortion"", ""periastron shift"", ""tidal contribution to periastron shift""],
""Material"": [""black hole"", ""star"", ""nuclear star cluster"", ""Sgr A*"", ""main-sequence stars"", ""polytropic stars""],
""Technique"": [""perturbative expansion"", ""Scaled Delta Expansion method"", ""two-point Pade approximation""],
""Process"": [""Lane Emden equation"", ""perturbation series"", ""Stefan-Boltzmann law""],
""Measure"": [""tidal radii"", ""Love number"", ""mass-radius relation"", ""mass-luminosity relation"", ""mass-effective temperature relation""],
""Concept"": [""tidal force"", ""tidal potential"", ""deformability"", ""polytropic index"", ""stellar evolution"", ""stellar atmosphere"", ""metallicities""]
}"
2022MNRAS.513..232N__Haywood_et_al._2013_Instance_1	"{
""Material"": [""Apache Point Observatory Galactic Evolution Experiment/APOGEE"", ""RAdial Velocity Experiment/RAVE"", ""Gaia-ESO"", ""Large Sky Area Multi-Object Fiber Spectroscopic Telescope/LAMOST"", ""Galactic Archaeology with HERMES/GALAH"", ""Abundances and Radial velocity Galactic Origins Survey/ARGOS"", ""Hipparcos"", ""Gaia"", ""Two-Micron All Sky Survey/2MASS"", ""Sloan Digital Sky Survey/SDSS"", ""Vista Variables in the Vía Láctea/VVV"", ""the SkyMapper Southern Survey"", ""4-metre Multi-Object Spectroscopic Telescope/4MOST"", ""Sloan Digital Sky Survey/SDSS-V"", ""WEAVE""],
""Technique"": [""star count observations"", ""age determination methods"", ""radial migration"", ""phase space information""],
""Process"": [""chemo-dynamic characterization"", ""star formation histories"", ""age metallicity relation"", ""disc formation and evolution scenarios"", ""secular processes""],
""Measure"": [""[α/Fe] versus [Fe/H] plane"", ""galactocentric radius, R"", ""average height, |Z|""],
""Concept"": [""stellar populations"", ""Milky Way components"", ""thin disc"", ""thick disc"", ""halo"", ""bulge"", ""star formation histories"", ""Galaxy evolution"", ""Bulge metallicity distribution function"", ""Milky Way bar""]
}"
2022MNRAS.513.5377F__Blum_et_al._2017_Instance_2	"Here is the output in JSON format:

{
""Task"": [""activity model"", ""activity onset""],
""Material"": [""cometary dust"", ""pebbles"", ""cometary nuclei"", ""gas molecule"", ""ices"", ""refractories"", ""dust particles""],
""Technique"": [""analytical equations""],
""Process"": [""thermal diffusion"", ""gas convection"", ""sublimation"", ""dust accretion""],
""Measure"": [""gas pressure"", ""gas flux"", ""temperature gradient"", ""heat conductivity"", ""temperature"", ""nucleus Bond albedo"", ""solar flux"", ""solar zenithal angle"", ""nucleus emissivity"", ""tensile strength""],
""Concept"": [""heliocentric distance"", ""nucleus surface"", ""CO2 case"", ""carbon monoxide"", ""molecular oxygen"", ""methane"", ""ethane"", ""carbon dioxide"", ""water"", ""solar protoplanetary disc"", ""protoplanetary discs""]
}"
2021AandA...647A.140C__Gianninas_et_al._2016_Instance_2	"{
""Task"": [""study of stellar interiors"", ""study of their core chemical structure""],
""Material"": [""SDSS"", ""ELM"", ""SPY"", ""WASP"", ""WDs"", ""pre-WDs"", ""ELMVs"", ""pre-ELMVs"", ""ZZ Ceti stars"", ""DAVs"", ""V777 Her"", ""DBVs""],
""Technique"": [""asteroseismology"", ""nonadiabatic computations""],
""Process"": [""nonadiabatic stability computations""],
""Measure"": [],
""Concept"": [""low-mass WDs"", ""ELM WDs"", ""pulsating stars"", ""stellar interiors"", ""core regions"", ""core chemical structure"", ""global gravity (g)-mode pulsations"", ""κ\u2005−\u2005γ mechanism"", ""H-ionization zone"", ""partial ionization of He"", ""partial ionization of H""]
}"
2017ApJ...844...61D__Millward_et_al._2013_Instance_2	"{
""Task"": [""mass determination""],
""Material"": [""coronal material"", ""CME"", ""background-subtracted image""],
""Technique"": [""polarimetry""],
""Process"": [""background-subtracted"", ""line-of-sight integral""],
""Measure"": [""ne"", ""total brightness"", ""mass distribution"", ""cavity density"", ""edge density""],
""Concept"": [""optically thin nature"", ""internal mass distribution"", ""morphology"", ""epistemic uncertainty"", ""Dirac delta function""]
}"
